,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome
1903,45008,Chicago Cubs,1,9,3,5/23/2016,on grass,Night Game,St. Louis Cardinals,0,5,4,7:16 p.m. Local,Busch Stadium III,Monday,79,5, from Right to Left,Sunny,7,2.8,regular season,1,0,Win
1904,42099,San Diego Padres,1,2,0,5/23/2016,on grass,Night Game,San Francisco Giants,0,5,1,7:14 p.m. Local,AT&T Park,Monday,59,13, out to Centerfield,Unknown,1,2.616666667,regular season,1,0,Win
1905,16370,Oakland Athletics,0,7,5,5/23/2016,on grass,Night Game,Seattle Mariners,2,9,0,7:10 p.m. Local,Safeco Field,Monday,61,5, in from Centerfield,Unknown,5,2.666666667,regular season,0,1,Loss
1906,34529,Colorado Rockies,1,7,3,5/23/2016,on grass,Day Game,Pittsburgh Pirates,0,7,6,12:37 p.m. Local,PNC Park,Monday,70,4, out to Leftfield,Sunny,9,3.166666667,regular season,1,0,Win
1907,17886,Kansas City Royals,1,17,10,5/23/2016,on grass,Night Game,Minnesota Twins,1,12,4,7:11 p.m. Local,Target Field,Monday,74,14, from Right to Left,Overcast,14,3.483333333,regular season,0,1,Loss
1909,42519,Cincinnati Reds,3,2,0,5/23/2016,on grass,Night Game,Los Angeles Dodgers,0,5,1,7:10 p.m. Local,Dodger Stadium,Monday,64,7, out to Centerfield,Sunny,1,2.183333333,regular season,1,0,Win
1910,26400,Philadelphia Phillies,1,12,4,5/23/2016,on grass,Night Game,Detroit Tigers,1,12,5,7:10 p.m. Local,Comerica Park,Monday,76,11, in from Rightfield,Sunny,9,3.166666667,regular season,1,0,Win
1911,18323,Cleveland Indians,1,7,5,5/23/2016,on grass,Night Game,Chicago White Sox,0,6,1,8:00 p.m. Local,U.S. Cellular Field,Monday,74,10, in from Leftfield,Sunny,6,2.666666667,regular season,0,1,Loss
,,,,,,,,,,,,,,,,,,,,,,,,,
1913,43829,Arizona Diamondbacks,0,13,7,5/22/2016,on grass,Day Game,St. Louis Cardinals,1,6,2,1:16 p.m. Local,Busch Stadium III,Sunday,80,9, from Left to Right,Sunny,9,2.733333333,regular season,0,1,Loss
1914,41359,Chicago Cubs,0,3,0,5/22/2016,on grass,Night Game,San Francisco Giants,0,4,1,5:08 p.m. Local,AT&T Park,Sunday,59,12, out to Centerfield,Unknown,1,2.55,regular season,1,0,Win
1915,43100,Los Angeles Dodgers,1,16,9,5/22/2016,on grass,Day Game,San Diego Padres,0,9,5,1:43 p.m. Local,Petco Park,Sunday,68,10, from Left to Right,Cloudy,14,5.783333333,regular season,0,1,Loss
1916,23367,Atlanta Braves,0,6,0,5/22/2016,on grass,Day Game,Philadelphia Phillies,0,13,5,1:38 p.m. Local,Citizens Bank Park,Sunday,65,7, from Right to Left,Unknown,5,2.583333333,regular season,1,0,Win
1917,25237,New York Yankees,2,10,5,5/22/2016,on grass,Day Game,Oakland Athletics,1,6,4,1:07 p.m. Local,Oakland-Alameda County Coliseum,Sunday,63,9, out to Rightfield,Unknown,9,2.916666667,regular season,0,1,Loss
1918,40173,Milwaukee Brewers,0,8,1,5/22/2016,on grass,Day Game,New York Mets,1,6,3,1:12 p.m. Local,Citi Field,Sunday,66,7, in from Rightfield,Cloudy,4,2.983333333,regular season,1,0,Win
1919,33421,Toronto Blue Jays,0,9,3,5/22/2016,on grass,Day Game,Minnesota Twins,1,3,1,1:13 p.m. Local,Target Field,Sunday,79,18, from Right to Left,Sunny,4,2.483333333,regular season,0,1,Loss
1922,34758,Tampa Bay Rays,0,10,4,5/22/2016,on grass,Day Game,Detroit Tigers,0,13,9,1:10 p.m. Local,Comerica Park,Sunday,68,13, out to Rightfield,Sunny,13,3.05,regular season,1,0,Win
1923,24123,Seattle Mariners,0,12,5,5/22/2016,on grass,Day Game,Cincinnati Reds,2,8,4,1:10 p.m. Local,Great American Ball Park,Sunday,74,9, out to Centerfield,Sunny,9,2.983333333,regular season,0,1,Loss
1924,34526,Kansas City Royals,0,8,2,5/22/2016,on grass,Day Game,Chicago White Sox,0,7,3,1:10 p.m. Local,U.S. Cellular Field,Sunday,72,9, out to Centerfield,Sunny,5,2.766666667,regular season,1,0,Win
1925,36021,Cleveland Indians,0,6,2,5/22/2016,on grass,Day Game,Boston Red Sox,0,12,5,1:35 p.m. Local,Fenway Park,Sunday,60,13, in from Rightfield,Unknown,7,3.383333333,regular season,1,0,Win
1926,45117,Arizona Diamondbacks,1,8,2,5/21/2016,on grass,Day Game,St. Louis Cardinals,1,10,6,3:05 p.m. Local,Busch Stadium III,Saturday,76,9, out to Rightfield,Cloudy,8,2.883333333,regular season,1,0,Win
1927,41507,Chicago Cubs,0,10,3,5/21/2016,on grass,Day Game,San Francisco Giants,0,9,5,4:15 p.m. Local,AT&T Park,Saturday,61,14, out to Centerfield,Unknown,8,3.283333333,regular season,1,0,Win
1928,40221,Los Angeles Dodgers,1,4,2,5/21/2016,on grass,Night Game,San Diego Padres,0,5,3,7:12 p.m. Local,Petco Park,Saturday,62,8, from Left to Right,Cloudy,5,3.65,regular season,1,0,Win
1929,31352,Colorado Rockies,1,6,5,5/21/2016,on grass,Night Game,Pittsburgh Pirates,3,9,1,5:01 p.m. Local,PNC Park,Saturday,55,2, in from Leftfield,Overcast,6,3.033333333,regular season,0,1,Loss
1930,20196,Atlanta Braves,0,6,2,5/21/2016,on grass,Day Game,Philadelphia Phillies,0,2,0,3:07 p.m. Local,Citizens Bank Park,Saturday,60,11, from Right to Left,Unknown,2,2.933333333,regular season,0,1,Loss
1931,26356,New York Yankees,0,8,5,5/21/2016,on grass,Day Game,Oakland Athletics,1,6,1,1:07 p.m. Local,Oakland-Alameda County Coliseum,Saturday,65,16, out to Rightfield,Unknown,6,2.766666667,regular season,0,1,Loss
1932,39688,Milwaukee Brewers,0,7,4,5/21/2016,on grass,Day Game,New York Mets,0,9,5,4:11 p.m. Local,Citi Field,Saturday,63,12, in from Rightfield,Unknown,9,3.15,regular season,1,0,Win
1933,30460,Toronto Blue Jays,0,6,3,5/21/2016,on grass,Day Game,Minnesota Twins,0,4,5,1:10 p.m. Local,Target Field,Saturday,74,4, from Right to Left,Cloudy,8,2.316666667,regular season,1,0,Win
1936,32316,Tampa Bay Rays,0,6,4,5/21/2016,on grass,Day Game,Detroit Tigers,0,8,5,4:10 p.m. Local,Comerica Park,Saturday,69,11, from Left to Right,Unknown,9,2.966666667,regular season,1,0,Win
1937,38200,Seattle Mariners,0,6,4,5/21/2016,on grass,Day Game,Cincinnati Reds,1,4,0,4:12 p.m. Local,Great American Ball Park,Saturday,63,14, out to Rightfield,Unknown,4,2.866666667,regular season,0,1,Loss
1938,27631,Kansas City Royals,1,8,2,5/21/2016,on grass,Day Game,Chicago White Sox,0,7,1,1:11 p.m. Local,U.S. Cellular Field,Saturday,71,12, out to Rightfield,Cloudy,3,3.083333333,regular season,0,1,Loss
1939,37254,Cleveland Indians,0,2,1,5/21/2016,on grass,Day Game,Boston Red Sox,2,13,9,4:06 p.m. Local,Fenway Park,Saturday,70,15, out to Leftfield,Unknown,10,3.283333333,regular season,1,0,Win
1940,40137,Baltimore Orioles,0,5,3,5/21/2016,on grass,Night Game,Los Angeles Angels of Anaheim,0,9,1,7:08 p.m. Local,Angel Stadium of Anaheim,Saturday,65,11, out to Centerfield,Sunny,4,3.133333333,regular season,0,1,Loss
1941,43301,Arizona Diamondbacks,2,15,11,5/20/2016,on grass,Night Game,St. Louis Cardinals,1,11,7,7:15 p.m. Local,Busch Stadium III,Friday,69,7, in from Centerfield,Unknown,18,3.766666667,regular season,0,1,Loss
1942,41750,Chicago Cubs,0,11,8,5/20/2016,on grass,Night Game,San Francisco Giants,0,6,1,7:16 p.m. Local,AT&T Park,Friday,57,20, out to Centerfield,Unknown,9,3.183333333,regular season,0,1,Loss
1943,31836,Los Angeles Dodgers,0,11,6,5/20/2016,on grass,Night Game,San Diego Padres,0,7,7,7:42 p.m. Local,Petco Park,Friday,60,11, from Left to Right,Cloudy,13,3.416666667,regular season,1,0,Win
1944,23428,Colorado Rockies,1,12,1,5/20/2016,on grass,Night Game,Pittsburgh Pirates,0,8,2,7:07 p.m. Local,PNC Park,Friday,71,1, in unknown direction,Sunny,3,2.55,regular season,1,0,Win
1945,26417,San Francisco Giants,0,9,3,5/19/2016,on grass,Night Game,San Diego Padres,1,4,1,6:11 p.m. Local,Petco Park,Thursday,69,9, from Left to Right,Cloudy,4,2.933333333,regular season,0,1,Loss
1946,23074,Atlanta Braves,0,7,2,5/19/2016,on grass,Night Game,Pittsburgh Pirates,0,11,8,7:07 p.m. Local,PNC Park,Thursday,68,5, in from Centerfield,Cloudy,10,2.933333333,regular season,1,0,Win
1947,17456,New York Yankees,0,10,4,5/19/2016,on grass,Night Game,Oakland Athletics,1,6,1,7:07 p.m. Local,Oakland-Alameda County Coliseum,Thursday,61,13, out to Rightfield,Overcast,5,2.65,regular season,0,1,Loss
1948,39494,Washington Nationals,0,11,9,5/19/2016,on grass,Night Game,New York Mets,1,6,1,7:11 p.m. Local,Citi Field,Thursday,60,14, out to Leftfield,Cloudy,10,3.2,regular season,0,1,Loss
1949,25435,Toronto Blue Jays,1,9,3,5/19/2016,on grass,Night Game,Minnesota Twins,0,4,2,7:11 p.m. Local,Target Field,Thursday,72,11, from Right to Left,Cloudy,5,3.116666667,regular season,0,1,Loss
1950,38781,Chicago Cubs,1,6,3,5/19/2016,on grass,Day Game,Milwaukee Brewers,0,8,5,12:42 p.m. Local,Miller Park,Thursday,70,9, out to Centerfield,Sunny,8,2.966666667,regular season,1,0,Win
1951,21173,Cleveland Indians,1,10,7,5/19/2016,on grass,Night Game,Cincinnati Reds,2,5,2,7:11 p.m. Local,Great American Ball Park,Thursday,70,5, in from Centerfield,Sunny,9,2.8,regular season,0,1,Loss
1952,20096,Houston Astros,0,4,1,5/19/2016,on grass,Night Game,Chicago White Sox,0,5,2,7:10 p.m. Local,U.S. Cellular Field,Thursday,66,8, from Left to Right,Sunny,3,2.183333333,regular season,1,0,Win
1953,35012,Seattle Mariners,0,9,7,5/19/2016,on grass,Day Game,Baltimore Orioles,1,6,2,12:38 p.m. Local,Oriole Park at Camden Yards,Thursday,68,2, from Right to Left,Unknown,9,3.016666667,regular season,0,1,Loss
1954,45007,Los Angeles Dodgers,0,6,4,5/19/2016,on grass,Night Game,Los Angeles Angels of Anaheim,0,11,7,7:07 p.m. Local,Angel Stadium of Anaheim,Thursday,66,9, from Right to Left,Overcast,11,3.1,regular season,1,0,Win
1956,42618,Colorado Rockies,1,6,0,5/18/2016,on grass,Night Game,St. Louis Cardinals,1,7,2,7:16 p.m. Local,Busch Stadium III,Wednesday,65,7, in from Leftfield,Sunny,2,2.9,regular season,1,0,Win
1957,23518,San Francisco Giants,0,4,2,5/18/2016,on grass,Night Game,San Diego Padres,1,4,1,7:11 p.m. Local,Petco Park,Wednesday,62,12, out to Rightfield,Overcast,3,2.55,regular season,0,1,Loss
1958,18201,Atlanta Braves,0,10,3,5/18/2016,on grass,Night Game,Pittsburgh Pirates,0,6,1,7:09 p.m. Local,PNC Park,Wednesday,58,4, out to Centerfield,Unknown,4,2.633333333,regular season,0,1,Loss
1959,29579,Miami Marlins,1,6,2,5/18/2016,on grass,Day Game,Philadelphia Phillies,0,8,4,1:08 p.m. Local,Citizens Bank Park,Wednesday,64,9, from Right to Left,Unknown,6,2.483333333,regular season,1,0,Win
1960,14323,Texas Rangers,0,4,1,5/18/2016,on grass,Day Game,Oakland Athletics,0,12,8,12:37 p.m. Local,Oakland-Alameda County Coliseum,Wednesday,72,10, out to Rightfield,Cloudy,9,2.516666667,regular season,1,0,Win
1961,30100,Washington Nationals,0,8,7,5/18/2016,on grass,Night Game,New York Mets,0,6,1,7:10 p.m. Local,Citi Field,Wednesday,59,10, out to Leftfield,Unknown,8,3.7,regular season,0,1,Loss
1963,23739,Boston Red Sox,0,10,5,5/18/2016,on grass,Night Game,Kansas City Royals,0,6,2,7:15 p.m. Local,Kauffman Stadium,Wednesday,66,6, in from Rightfield,Sunny,7,3.1,regular season,0,1,Loss
1964,33613,Boston Red Sox,0,9,2,5/18/2016,on grass,Day Game,Kansas City Royals,0,5,3,1:16 p.m. Local,Kauffman Stadium,Wednesday,65,4, in from Rightfield,Cloudy,5,2.383333333,regular season,1,0,Win
1965,29035,Minnesota Twins,3,7,3,5/18/2016,on grass,Day Game,Detroit Tigers,0,13,6,1:10 p.m. Local,Comerica Park,Wednesday,62,10, from Left to Right,Sunny,9,2.95,regular season,1,0,Win
1966,22815,Cleveland Indians,0,10,8,5/18/2016,on grass,Night Game,Cincinnati Reds,2,10,7,7:11 p.m. Local,Great American Ball Park,Wednesday,66,6, out to Rightfield,Cloudy,15,4.35,regular season,0,1,Loss
1967,14936,Houston Astros,0,13,5,5/18/2016,on grass,Night Game,Chicago White Sox,0,10,3,7:11 p.m. Local,U.S. Cellular Field,Wednesday,57,11, in unknown direction,Sunny,8,2.95,regular season,0,1,Loss
1968,21167,Seattle Mariners,1,7,2,5/18/2016,on grass,Night Game,Baltimore Orioles,0,8,5,7:07 p.m. Local,Oriole Park at Camden Yards,Wednesday,63,7, in from Centerfield,Unknown,7,2.983333333,regular season,1,0,Win
1970,44006,Los Angeles Dodgers,2,8,1,5/18/2016,on grass,Night Game,Los Angeles Angels of Anaheim,0,12,8,7:07 p.m. Local,Angel Stadium of Anaheim,Wednesday,68,9, out to Centerfield,Sunny,9,3.2,regular season,1,0,Win
1972,41109,Colorado Rockies,0,7,3,5/17/2016,on grass,Night Game,St. Louis Cardinals,1,6,1,7:15 p.m. Local,Busch Stadium III,Tuesday,52,10, from Right to Left,Overcast,4,2.733333333,regular season,0,1,Loss
1973,24433,San Francisco Giants,1,10,5,5/17/2016,on grass,Night Game,San Diego Padres,1,5,1,7:11 p.m. Local,Petco Park,Tuesday,62,5, from Left to Right,Unknown,6,2.783333333,regular season,0,1,Loss
1974,19400,Atlanta Braves,3,15,9,5/17/2016,on grass,Night Game,Pittsburgh Pirates,1,21,12,7:09 p.m. Local,PNC Park,Tuesday,60,4, in from Leftfield,Unknown,21,3.6,regular season,1,0,Win
1975,18140,Miami Marlins,1,8,1,5/17/2016,on grass,Night Game,Philadelphia Phillies,0,6,3,7:08 p.m. Local,Citizens Bank Park,Tuesday,54,3, from Right to Left,Rain,4,2.883333333,regular season,1,0,Win
1976,12718,Texas Rangers,0,15,5,5/17/2016,on grass,Night Game,Oakland Athletics,2,12,8,7:07 p.m. Local,Oakland-Alameda County Coliseum,Tuesday,76,12, from Right to Left,Sunny,13,2.75,regular season,1,0,Win
1977,36701,Washington Nationals,0,5,0,5/17/2016,on grass,Night Game,New York Mets,0,4,2,7:10 p.m. Local,Citi Field,Tuesday,60,9, out to Centerfield,Unknown,2,2.533333333,regular season,1,0,Win
1979,42514,Los Angeles Angels of Anaheim,1,4,1,5/17/2016,on grass,Night Game,Los Angeles Dodgers,0,13,5,7:10 p.m. Local,Dodger Stadium,Tuesday,68,5, out to Rightfield,Sunny,6,2.2,regular season,1,0,Win
1980,25215,Boston Red Sox,2,8,4,5/17/2016,on grass,Night Game,Kansas City Royals,0,11,8,7:15 p.m. Local,Kauffman Stadium,Tuesday,58,10, in from Rightfield,Cloudy,12,2.9,regular season,1,0,Win
1981,27652,Minnesota Twins,0,7,2,5/17/2016,on grass,Night Game,Detroit Tigers,0,10,7,7:10 p.m. Local,Comerica Park,Tuesday,57,1, out to Centerfield,Cloudy,9,2.916666667,regular season,1,0,Win
1982,13095,Cincinnati Reds,0,5,1,5/17/2016,on grass,Night Game,Cleveland Indians,0,17,13,6:10 p.m. Local,Progressive Field,Tuesday,57,6, in from Centerfield,Cloudy,14,3.316666667,regular season,1,0,Win
1983,13481,Houston Astros,0,11,6,5/17/2016,on grass,Night Game,Chicago White Sox,2,11,5,7:11 p.m. Local,U.S. Cellular Field,Tuesday,52,16, out to Rightfield,Cloudy,11,3.9,regular season,0,1,Loss
1984,14477,Seattle Mariners,1,12,10,5/17/2016,on grass,Night Game,Baltimore Orioles,1,2,0,7:07 p.m. Local,Oriole Park at Camden Yards,Tuesday,54,3, out to Leftfield,Rain,10,2.683333333,regular season,0,1,Loss
1987,16905,Atlanta Braves,0,9,5,5/16/2016,on grass,Night Game,Pittsburgh Pirates,1,14,8,7:09 p.m. Local,PNC Park,Monday,62,10, out to Leftfield,Cloudy,13,2.916666667,regular season,1,0,Win
1988,28348,Miami Marlins,1,10,5,5/16/2016,on grass,Night Game,Philadelphia Phillies,1,10,3,7:07 p.m. Local,Citizens Bank Park,Monday,64,11, from Left to Right,Cloudy,8,3.116666667,regular season,0,1,Loss
1989,10068,Texas Rangers,1,4,1,5/16/2016,on grass,Night Game,Oakland Athletics,0,4,3,7:07 p.m. Local,Oakland-Alameda County Coliseum,Monday,65,12, out to Rightfield,Sunny,4,2.466666667,regular season,1,0,Win
1990,39583,Los Angeles Angels of Anaheim,1,12,7,5/16/2016,on grass,Night Game,Los Angeles Dodgers,0,9,6,7:10 p.m. Local,Dodger Stadium,Monday,68,6, out to Rightfield,Sunny,13,4,regular season,0,1,Loss
1991,25925,Minnesota Twins,0,11,8,5/16/2016,on grass,Night Game,Detroit Tigers,3,14,10,7:10 p.m. Local,Comerica Park,Monday,60,15, from Right to Left,Unknown,18,2.8,regular season,1,0,Win
1992,12184,Cincinnati Reds,2,12,6,5/16/2016,on grass,Night Game,Cleveland Indians,1,19,15,6:10 p.m. Local,Progressive Field,Monday,64,16, out to Rightfield,Cloudy,21,3.216666667,regular season,1,0,Win
1993,32718,New York Yankees,2,8,2,5/16/2016,on grass,Night Game,Arizona Diamondbacks,1,15,12,6:50 p.m. Local,Chase Field,Monday,90,9, in from Leftfield,Sunny,14,3,regular season,1,0,Win
1994,36786,Miami Marlins,1,9,5,5/15/2016,on grass,Day Game,Washington Nationals,2,7,1,1:35 p.m. Local,Nationals Park,Sunday,59,21, out to Rightfield,Cloudy,6,3.05,regular season,0,1,Loss
1995,41327,Toronto Blue Jays,0,12,6,5/15/2016,on grass,Day Game,Texas Rangers,1,9,7,2:08 p.m. Local,Globe Life Park in Arlington,Sunday,72,9, in from Centerfield,Overcast,13,3.483333333,regular season,1,0,Win
1998,41979,Chicago White Sox,2,12,5,5/15/2016,on grass,Day Game,New York Yankees,0,10,7,1:09 p.m. Local,Yankee Stadium III,Sunday,55,16, out to Leftfield,Unknown,12,3.6,regular season,1,0,Win
2000,51350,St. Louis Cardinals,0,7,5,5/15/2016,on grass,Night Game,Los Angeles Dodgers,0,6,2,5:09 p.m. Local,Dodger Stadium,Sunday,68,10, out to Centerfield,Cloudy,7,3,regular season,0,1,Loss
2001,33861,Atlanta Braves,0,10,2,5/15/2016,on grass,Day Game,Kansas City Royals,1,12,4,1:18 p.m. Local,Kauffman Stadium,Sunday,66,3, from Left to Right,Cloudy,6,4.266666667,regular season,1,0,Win
2002,36901,New York Mets,0,8,3,5/15/2016,on grass,Day Game,Colorado Rockies,0,6,4,2:11 p.m. Local,Coors Field,Sunday,53,5, in from Centerfield,Unknown,7,2.533333333,regular season,1,0,Win
2003,13236,Minnesota Twins,0,7,5,5/15/2016,on grass,Day Game,Cleveland Indians,1,9,1,1:11 p.m. Local,Progressive Field,Sunday,45,20, from Left to Right,Unknown,6,2.65,regular season,0,1,Loss
2004,40814,Pittsburgh Pirates,0,5,2,5/15/2016,on grass,Day Game,Chicago Cubs,0,4,1,1:20 p.m. Local,Wrigley Field,Sunday,45,11, in from Rightfield,Sunny,3,2.916666667,regular season,0,1,Loss
2005,35736,Houston Astros,2,8,9,5/15/2016,on grass,Day Game,Boston Red Sox,3,14,10,1:34 p.m. Local,Fenway Park,Sunday,58,25, out to Rightfield,Cloudy,19,3.666666667,regular season,1,0,Win
2006,37890,Detroit Tigers,1,13,6,5/15/2016,on grass,Day Game,Baltimore Orioles,0,7,5,1:38 p.m. Local,Oriole Park at Camden Yards,Sunday,54,7, out to Rightfield,Cloudy,11,3.633333333,regular season,0,1,Loss
2008,30019,Miami Marlins,0,11,7,5/14/2016,on grass,Night Game,Washington Nationals,0,5,1,7:05 p.m. Local,Nationals Park,Saturday,62,7, out to Rightfield,Cloudy,8,2.916666667,regular season,0,1,Loss
2009,28634,Miami Marlins,3,8,4,5/14/2016,on grass,Day Game,Washington Nationals,1,9,6,1:07 p.m. Local,Nationals Park,Saturday,72,13, out to Centerfield,Unknown,10,3.366666667,regular season,1,0,Win
2010,47115,Toronto Blue Jays,0,10,5,5/14/2016,on grass,Night Game,Texas Rangers,1,9,6,7:09 p.m. Local,Globe Life Park in Arlington,Saturday,71,10, from Left to Right,Sunny,11,3.016666667,regular season,1,0,Win
2013,29535,Cincinnati Reds,0,7,3,5/14/2016,on grass,Night Game,Philadelphia Phillies,1,10,4,7:43 p.m. Local,Citizens Bank Park,Saturday,64,7, out to Centerfield,Rain,7,2.75,regular season,1,0,Win
2014,39691,Chicago White Sox,0,5,1,5/14/2016,on grass,Day Game,New York Yankees,0,5,2,1:08 p.m. Local,Yankee Stadium III,Saturday,70,11, from Right to Left,Cloudy,3,2.4,regular season,1,0,Win
2016,48459,St. Louis Cardinals,1,5,3,5/14/2016,on grass,Night Game,Los Angeles Dodgers,2,6,5,6:09 p.m. Local,Dodger Stadium,Saturday,67,5, from Left to Right,Cloudy,8,2.75,regular season,1,0,Win
2017,36541,Atlanta Braves,1,11,5,5/14/2016,on grass,Night Game,Kansas City Royals,0,8,0,6:17 p.m. Local,Kauffman Stadium,Saturday,60,12, from Left to Right,Sunny,5,2.716666667,regular season,0,1,Loss
2018,34362,New York Mets,1,13,4,5/14/2016,on grass,Night Game,Colorado Rockies,1,12,7,6:11 p.m. Local,Coors Field,Saturday,49,8, in from Rightfield,Overcast,11,3.183333333,regular season,1,0,Win
2019,15428,Minnesota Twins,0,11,6,5/14/2016,on grass,Day Game,Cleveland Indians,0,7,3,4:11 p.m. Local,Progressive Field,Saturday,50,17, in from Leftfield,Overcast,9,3.133333333,regular season,0,1,Loss
2020,40953,Pittsburgh Pirates,1,3,2,5/14/2016,on grass,Day Game,Chicago Cubs,0,11,8,1:20 p.m. Local,Wrigley Field,Saturday,44,17, from Left to Right,Overcast,10,2.7,regular season,1,0,Win
2021,37430,Houston Astros,0,11,5,5/14/2016,on grass,Day Game,Boston Red Sox,0,14,6,1:07 p.m. Local,Fenway Park,Saturday,73,12, out to Rightfield,Sunny,11,4.216666667,regular season,1,0,Win
2022,32174,Detroit Tigers,1,5,3,5/14/2016,on grass,Night Game,Baltimore Orioles,0,11,9,7:07 p.m. Local,Oriole Park at Camden Yards,Saturday,62,6, out to Rightfield,Cloudy,12,2.733333333,regular season,1,0,Win
2024,28232,Miami Marlins,0,8,3,5/13/2016,on grass,Night Game,Washington Nationals,2,9,5,7:08 p.m. Local,Nationals Park,Friday,74,12, from Left to Right,Sunny,8,3.316666667,regular season,1,0,Win
2025,40344,Toronto Blue Jays,0,9,5,5/13/2016,on grass,Night Game,Texas Rangers,1,3,0,7:07 p.m. Local,Globe Life Park in Arlington,Friday,82,9, out to Leftfield,Sunny,5,2.633333333,regular season,0,1,Loss
2026,21753,San Francisco Giants,0,8,3,5/13/2016,on grass,Night Game,Arizona Diamondbacks,0,8,1,6:40 p.m. Local,Chase Field,Friday,101,9, in unknown direction,Sunny,4,3,regular season,0,1,Loss
2027,35944,Kansas City Royals,0,9,3,5/12/2016,on grass,Night Game,New York Yankees,0,7,7,7:08 p.m. Local,Yankee Stadium III,Thursday,73,6, in from Rightfield,Sunny,10,2.75,regular season,1,0,Win
2028,17374,San Diego Padres,0,7,3,5/12/2016,on grass,Night Game,Milwaukee Brewers,0,8,0,7:10 p.m. Local,Miller Park,Thursday,67,9, out to Leftfield,Cloudy,3,2.85,regular season,0,1,Loss
2029,41765,New York Mets,0,3,0,5/12/2016,on grass,Night Game,Los Angeles Dodgers,0,8,5,7:10 p.m. Local,Dodger Stadium,Thursday,65,6, out to Rightfield,Sunny,5,2.216666667,regular season,1,0,Win
